Stage,Architecture,Model_Size,Hidden_Size,Seed,Unique_Parameters,Total_Parameters,Effective_Depth,Shared_Ratio,Category,Demographic_Term,Context_Type,Loop_Depth,Cosine_Drift,Timestamp
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,she,anti-stereotypical,4,0.42906031757593155,2026-07-27T10:42:08.371623Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,she,anti-stereotypical,6,0.026276178658008575,2026-07-27T10:42:08.371918Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,she,anti-stereotypical,8,0.019304409623146057,2026-07-27T10:42:08.372178Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,she,anti-stereotypical,10,0.01278723031282425,2026-07-27T10:42:08.372451Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,she,anti-stereotypical,12,0.4489201605319977,2026-07-27T10:42:08.372707Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,he,anti-stereotypical,4,0.4277560472488403,2026-07-27T10:42:08.372967Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,he,anti-stereotypical,6,0.026339849829673766,2026-07-27T10:42:08.373217Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,he,anti-stereotypical,8,0.01905580461025238,2026-07-27T10:42:08.373482Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,he,anti-stereotypical,10,0.012790703773498535,2026-07-27T10:42:08.373731Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,he,anti-stereotypical,12,0.4502729833126068,2026-07-27T10:42:08.373985Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,his,anti-stereotypical,4,0.4346218804518382,2026-07-27T10:42:08.374233Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,his,anti-stereotypical,6,0.02697963019212087,2026-07-27T10:42:08.374495Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,his,anti-stereotypical,8,0.01911783715089162,2026-07-27T10:42:08.374745Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,his,anti-stereotypical,10,0.012848948438962301,2026-07-27T10:42:08.374999Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,his,anti-stereotypical,12,0.4524403860171636,2026-07-27T10:42:08.375248Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,her,anti-stereotypical,4,0.4185882925987244,2026-07-27T10:42:08.375509Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,her,anti-stereotypical,6,0.02572600245475769,2026-07-27T10:42:08.375768Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,her,anti-stereotypical,8,0.01914283037185669,2026-07-27T10:42:08.376021Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,her,anti-stereotypical,10,0.012664854526519775,2026-07-27T10:42:08.376266Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,her,anti-stereotypical,12,0.44958850741386414,2026-07-27T10:42:08.376526Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,man,anti-stereotypical,4,0.41919652620951336,2026-07-27T10:42:08.376771Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,man,anti-stereotypical,6,0.025988996028900146,2026-07-27T10:42:08.377022Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,man,anti-stereotypical,8,0.018751760323842365,2026-07-27T10:42:08.377266Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,man,anti-stereotypical,10,0.012781510750452677,2026-07-27T10:42:08.377524Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,man,anti-stereotypical,12,0.45193955302238464,2026-07-27T10:42:08.377768Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,woman,anti-stereotypical,4,0.41653114557266235,2026-07-27T10:42:08.378018Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,woman,anti-stereotypical,6,0.027065515518188477,2026-07-27T10:42:08.378262Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,woman,anti-stereotypical,8,0.01981222629547119,2026-07-27T10:42:08.378519Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,woman,anti-stereotypical,10,0.013501644134521484,2026-07-27T10:42:08.378763Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,gender,woman,anti-stereotypical,12,0.44550883769989014,2026-07-27T10:42:08.379013Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,black,stereotypical,4,0.418376346429189,2026-07-27T10:42:08.563467Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,black,stereotypical,6,0.025534585118293762,2026-07-27T10:42:08.563760Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,black,stereotypical,8,0.019063949584960938,2026-07-27T10:42:08.564031Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,black,stereotypical,10,0.012860933939615885,2026-07-27T10:42:08.564286Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,black,stereotypical,12,0.44924525419871014,2026-07-27T10:42:08.564557Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,european,stereotypical,4,0.4289027452468872,2026-07-27T10:42:08.564810Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,european,stereotypical,6,0.02533334493637085,2026-07-27T10:42:08.565067Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,european,stereotypical,8,0.018862605094909668,2026-07-27T10:42:08.565314Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,european,stereotypical,10,0.013358116149902344,2026-07-27T10:42:08.565577Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,european,stereotypical,12,0.45777297019958496,2026-07-27T10:42:08.565823Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,stereotypical,4,0.44258878628412884,2026-07-27T10:42:08.566076Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,stereotypical,6,0.02637914816538493,2026-07-27T10:42:08.566321Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,stereotypical,8,0.019605358441670735,2026-07-27T10:42:08.566580Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,stereotypical,10,0.013167778650919596,2026-07-27T10:42:08.566863Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,stereotypical,12,0.44986852010091144,2026-07-27T10:42:08.567154Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,white,anti-stereotypical,4,0.421925138682127,2026-07-27T10:42:08.765618Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,white,anti-stereotypical,6,0.02619936689734459,2026-07-27T10:42:08.765915Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,white,anti-stereotypical,8,0.0190512016415596,2026-07-27T10:42:08.766177Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,white,anti-stereotypical,10,0.012819036841392517,2026-07-27T10:42:08.766450Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,white,anti-stereotypical,12,0.450636625289917,2026-07-27T10:42:08.766705Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,anti-stereotypical,4,0.4569309949874878,2026-07-27T10:42:08.766964Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,anti-stereotypical,6,0.026457130908966064,2026-07-27T10:42:08.767214Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,anti-stereotypical,8,0.020089268684387207,2026-07-27T10:42:08.767476Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,anti-stereotypical,10,0.012791872024536133,2026-07-27T10:42:08.767723Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,race,african,anti-stereotypical,12,0.45308172702789307,2026-07-27T10:42:08.767975Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,stereotypical,4,0.41805869340896606,2026-07-27T10:42:08.794843Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,stereotypical,6,0.0256882905960083,2026-07-27T10:42:08.795140Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,stereotypical,8,0.019423842430114746,2026-07-27T10:42:08.795416Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,stereotypical,10,0.012321710586547852,2026-07-27T10:42:08.795673Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,stereotypical,12,0.44696933031082153,2026-07-27T10:42:08.795946Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,stereotypical,4,0.40870094299316406,2026-07-27T10:42:08.796197Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,stereotypical,6,0.02564549446105957,2026-07-27T10:42:08.796461Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,stereotypical,8,0.01955389976501465,2026-07-27T10:42:08.796709Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,stereotypical,10,0.013442397117614746,2026-07-27T10:42:08.796963Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,stereotypical,12,0.44959789514541626,2026-07-27T10:42:08.797208Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,anti-stereotypical,4,0.42935240268707275,2026-07-27T10:42:08.824058Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,anti-stereotypical,6,0.02615678310394287,2026-07-27T10:42:08.824334Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,anti-stereotypical,8,0.019934415817260742,2026-07-27T10:42:08.824610Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,anti-stereotypical,10,0.013059496879577637,2026-07-27T10:42:08.824861Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,christian,anti-stereotypical,12,0.44818705320358276,2026-07-27T10:42:08.825117Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,anti-stereotypical,4,0.3958793878555298,2026-07-27T10:42:08.825364Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,anti-stereotypical,6,0.02477329969406128,2026-07-27T10:42:08.825627Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,anti-stereotypical,8,0.019282102584838867,2026-07-27T10:42:08.825880Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,anti-stereotypical,10,0.012981295585632324,2026-07-27T10:42:08.826128Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,religion,jewish,anti-stereotypical,12,0.4478967785835266,2026-07-27T10:42:08.826373Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,elderly,stereotypical,4,0.41252970695495605,2026-07-27T10:42:08.842184Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,elderly,stereotypical,6,0.025836706161499023,2026-07-27T10:42:08.842486Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,elderly,stereotypical,8,0.01965785026550293,2026-07-27T10:42:08.842747Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,elderly,stereotypical,10,0.01320648193359375,2026-07-27T10:42:08.843011Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,elderly,stereotypical,12,0.45298027992248535,2026-07-27T10:42:08.843263Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,young,anti-stereotypical,4,0.42420434951782227,2026-07-27T10:42:08.859027Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,young,anti-stereotypical,6,0.026018500328063965,2026-07-27T10:42:08.859303Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,young,anti-stereotypical,8,0.020148396492004395,2026-07-27T10:42:08.859583Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,young,anti-stereotypical,10,0.01299905776977539,2026-07-27T10:42:08.859839Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,age,young,anti-stereotypical,12,0.45239144563674927,2026-07-27T10:42:08.860125Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,stereotypical,4,0.441799134016037,2026-07-27T10:42:08.899193Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,stereotypical,6,0.025829583406448364,2026-07-27T10:42:08.899492Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,stereotypical,8,0.019213944673538208,2026-07-27T10:42:08.899750Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,stereotypical,10,0.013153910636901855,2026-07-27T10:42:08.900013Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,stereotypical,12,0.44846341013908386,2026-07-27T10:42:08.900262Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,mexican,stereotypical,4,0.40886300802230835,2026-07-27T10:42:08.900526Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,mexican,stereotypical,6,0.024577736854553223,2026-07-27T10:42:08.900776Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,mexican,stereotypical,8,0.01967012882232666,2026-07-27T10:42:08.901027Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,mexican,stereotypical,10,0.012967407703399658,2026-07-27T10:42:08.901271Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,mexican,stereotypical,12,0.45072853565216064,2026-07-27T10:42:08.901529Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,anti-stereotypical,4,0.4353830337524414,2026-07-27T10:42:08.963565Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,anti-stereotypical,6,0.025850772857666016,2026-07-27T10:42:08.963850Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,anti-stereotypical,8,0.019151055812835695,2026-07-27T10:42:08.964120Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,anti-stereotypical,10,0.013221037387847901,2026-07-27T10:42:08.964375Z
stage3,HyperloopBERT,tiny,256,42,14950459,14950459,12,0.5,nationality,american,anti-stereotypical,12,0.4513683557510376,2026-07-27T10:42:08.964646Z
